item-name,item-label,img-label,img-url
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],cover,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00001.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],cover (inside),https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00002.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],[I],https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00003.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],[ii],https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00004.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],1r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00005.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],1v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00006.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],2r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00007.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],2v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00008.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],3r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00009.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],3v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00010.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],4r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00011.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],4v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00012.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],5r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00013.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],5v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00014.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],6r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00015.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],6v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00016.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],7r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00017.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],7v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00018.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],8r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00019.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],8v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00020.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],9r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00021.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],9v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00022.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],10r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00023.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],10v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00024.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],11r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00025.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],11v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00026.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],12r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00027.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],12v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00028.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],13r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00029.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],13v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00030.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],14r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00031.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],14v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00032.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],15r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00033.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],15v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00034.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],16r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00035.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],16v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00036.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],17r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00037.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],17v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00038.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],18r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00039.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],18v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00040.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],19r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00041.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],19v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00042.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],20r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00043.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],20v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00044.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],21r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00045.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],21v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00046.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],22r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00047.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],22v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00048.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],23r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00049.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],23v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00050.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],24r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00051.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],24v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00052.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],25r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00053.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],25v,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00054.jp2/full/max/0/default.jpg
PR-INC-00003-A-00001-00008-00037,Inc.3.A.1.8[37],26r,https://images.lib.cam.ac.uk/iiif/PR-INC-00003-A-00001-00008-00037-000-00055.jp2/full/max/0/default.jpg
