item-name,item-label,img-label,img-url
PR-ADAMS-00003-00052-00004-00001/,Adams.3.52.4,1r,https://images.lib.cam.ac.uk/iiif/PR-ADAMS-00003-00052-00004-00001-000-00001.jp2/full/max/0/default.jpg
